Text;Style
Акт № готовности СКЗИ « CSP VPN Client » версии 4.1 к эксплуатации (наименование СКЗИ) г. Москва « 28 » 02 20 17 г. Администратор безопасности Иванов И.И. Ivanov@atom.ru , (Фамилия И.О., e-mail) составил настоящий акт в том, что произведена проверка готовности АРМ обладателя конфиденциальной информации ЗАО «Институт ядерных исследований», г. Москва, ул. Строителей, д.22, стр.5 (Наименование организации, фактический адрес) к эксплуатации СКЗИ на соответствие Отраслевым требованиям по информационной безопасности №1/910-П-дсп от 23.09.2014 и требованиям «Инструкции об организации и обеспечении безопасности хранения, обработки и передачи по каналам связи с использованием средств криптографической защиты информации с ограниченным доступом, не содержащей сведений, составляющих государственную тайну», утвержденной Приказом ФАПСИ при Президенте РФ № 152 от 13.06.2001 г. Контроль Выполнено/не выполнено, подпись Установлено сертифицированное антивирусное ПО: Kaspersky Endpoint Security 10 (наименование/версия) выполнено ___________ (подпись) Установлено сертифицированное СЗИ от НСД: SecretNet 7 (наименование/версия) ОС настроена в соответствии с отраслевыми требованиями по информационной безопасности №1/910-П-дсп от 23.09.2014 выполнено ___________ (подпись) Установлено СКЗИ в соответствии с документацией, поставляемой в комплекте. Проверено выполнение требований документа «Порядок разрешительного доступа пользователей и эксплуатирующего персонала к АРМ с установленным СКЗИ» выполнено ___________ (подпись) СКЗИ « CSP VPN Client » версии 4.1 установлено: № п/п № помещения и рабочего места Уч.№ ПЭВМ ПЭВМ опечатана печатью № Операционная система 1 Каб. 22, рм №3 DIT_MC 0716_0178 08624693 Windows 7 2 Каб. 22, рм №1 DIT_MC 0716_0111 08624694 Windows 7 Вывод: Оборудование АРМ соответствует Отраслевым требованиям по информационной безопасности №1/910-П-дсп от 23.09.2014 и требованиям «Инструкции об организации и обеспечении безопасности хранения, обработки и передачи по каналам связи с использованием средств криптографической защиты информации с ограниченным доступом, не содержащей сведений, составляющих государственную тайну», утвержденной Приказом ФАПСИ при Президенте РФ № 152 от 13.06.2001 г., их функционирование проверено и готово к эксплуатации с установленным СКЗИ « CSP VPN Client » версии 4.1 . (Наименование СКЗИ) / Иванов И.И. (подпись) (Ф.И.О.);Официально-деловой стиль
"УКАЗ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О ВНЕСЕНИИ ИЗМЕНЕНИЙ В СОСТАВ СОВЕТА ПРИ ПРЕЗИДЕНТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО РАЗВИТИЮ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА, УТВЕРЖДЕННЫЙ УКАЗОМ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ ОТ 18 ИЮЛЯ 2018 Г. N 432 1. Внести в состав Совета при Президенте Российской Федерации по развитию физической культуры и спорта, утвержденный Указом Президента Российской Федерации от 18 июля 2018 г. N 432 ""Об утверждении состава Совета при Президенте Российской Федерации по развитию физической культуры и спорта"" (Собрание законодательства Российской Федерации, 2018, N 30, ст. 4713; 2019, N 17, ст. 2075; 2020, N 9, ст. 1179), следующие изменения: а) включить в состав Совета Кожемяко О.Н. - Губернатора Приморского края (по согласованию); б) позицию: ""Артемьев И.Ю. - руководитель ФАС России, председатель Высшего совета Федерации регби России"" заменить позицией следующего содержания: ""Артемьев И.Ю. - помощник Председателя Правительства Российской Федерации, председатель Высшего совета Федерации регби России""; в) позицию: ""Дегтярев М.В. - председатель Комитета Государственной Думы по физической культуре, спорту, туризму и делам молодежи (по согласованию)"" заменить позицией следующего содержания: ""Дегтярев М.В. - временно исполняющий обязанности Губернатора Хабаровского края""; г) позицию: ""Лисин В.С. - президент Международной федерации спортивной стрельбы, президент Европейской стрелковой конфедерации, президент Федерации пулевой стрельбы и стендовой стрельбы ""Стрелковый Союз России"", президент автономной некоммерческой организации ""Спортивная Арбитражная Палата"" (по согласованию)"" заменить позицией следующего содержания: ""Лисин В.С. - президент Международной федерации спортивной стрельбы, президент Европейской стрелковой конфедерации, президент автономной некоммерческой организации ""Спортивная Арбитражная Палата"" (по согласованию)""; д) позицию: ""Лукин В.П. - президент Паралимпийского комитета России (по согласованию)"" заменить позицией следующего содержания: ""Лукин В.П. - заместитель председателя Комитета Совета Федерации по международным делам (по согласованию)"". 2. Настоящий Указ вступает в силу со дня его подписания. Президент Российской Федерации В.ПУТИН Москва, Кремль 1 июня 2021 года N 330";Официально-деловой стиль
"УКАЗ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О ВНЕСЕНИИ ИЗМЕНЕНИЙ В ПОЛОЖЕНИЕ О СОВЕТЕ ПРИ ПРЕЗИДЕНТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО НАУКЕ И ОБРАЗОВАНИЮ, УТВЕРЖДЕННОЕ УКАЗОМ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ ОТ 28 ИЮЛЯ 2012 Г. N 1059 1. Внести в Положение о Совете при Президенте Российской Федерации по науке и образованию, утвержденное Указом Президента Российской Федерации от 28 июля 2012 г. N 1059 ""О Совете при Президенте Российской Федерации по науке и образованию"" (Собрание законодательства Российской Федерации, 2012, N 32, ст. 4480; 2013, N 8, ст. 806; N 43, ст. 5543; 2014, N 26, ст. 3512; 2015, N 25, ст. 3647; N 40, ст. 5531; 2017, N 47, ст. 6970; 2018, N 53, ст. 8613), следующие изменения: а) подпункт ""а"" пункта 4 изложить в следующей редакции: ""а) подготовка предложений Президенту Российской Федерации по определению приоритетных направлений и механизмов развития науки и образования в Российской Федерации, в том числе предложений о разработке федеральных научно-технических программ по вопросам, требующим отдельного решения Президента Российской Федерации, а также о мерах, направленных на реализацию государственной политики в сфере науки и образования;""; б) пункт 11 дополнить подпунктом ""и"" следующего содержания: ""и) рассматривает предложения о разработке федеральных научно-технических программ по вопросам, требующим отдельного решения Президента Российской Федерации, и согласовывает проекты таких программ, разработанные Правительством Российской Федерации."". 2. Настоящий Указ вступает в силу со дня его подписания. Президент Российской Федерации В.ПУТИН Москва, Кремль 16 ноября 2020 года N 712";Официально-деловой стиль
"УКАЗ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О ВНЕСЕНИИ ИЗМЕНЕНИЙ В СОСТАВ КОМИССИИ ПО ЭКСПОРТНОМУ КОНТРОЛЮ РОССИЙСКОЙ ФЕДЕРАЦИИ, УТВЕРЖДЕННЫЙ УКАЗОМ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ ОТ 16 МАЯ 2017 Г. N 211 1. Внести в состав Комиссии по экспортному контролю Российской Федерации, утвержденный Указом Президента Российской Федерации от 16 мая 2017 г. N 211 ""Об утверждении состава Комиссии по экспортному контролю Российской Федерации"" (Собрание законодательства Российской Федерации, 2017, N 21, ст. 2989; 2018, N 11, ст. 1616; N 28, ст. 4202; 2019, N 9, ст. 826), следующие изменения: а) включить в состав Комиссии следующих лиц: Ильичев В.Е. - заместитель Министра экономического развития Российской Федерации Корнев И.А. - заместитель директора Росфинмониторинга Малыхин С.П. - заместитель начальника главного управления Генерального штаба Вооруженных Сил Российской Федерации Храпов А.И. - заместитель Министра внутренних дел Российской Федерации; б) наименование должности Королева С.Б. изложить в следующей редакции: ""первый заместитель директора ФСБ России""; в) исключить из состава Комиссии Богомолова А.О., Ваничкина М.Г., Клименченка А.С. и Максимова Т.И. 2. Настоящий Указ вступает в силу со дня его подписания. Президент Российской Федерации В.ПУТИН Москва, Кремль 8 сентября 2021 года N 514";Официально-деловой стиль
"РОССИЙСКАЯ ФЕДЕРАЦИЯ ФЕДЕРАЛЬНЫЙ ЗАКОН О ВНЕСЕНИИ ИЗМЕНЕНИЙ В ЗАКОН РОССИЙСКОЙ ФЕДЕРАЦИИ ""ОБ УЧРЕЖДЕНИЯХ И ОРГАНАХ, ИСПОЛНЯЮЩИХ УГОЛОВНЫЕ НАКАЗАНИЯ В ВИДЕ ЛИШЕНИЯ СВОБОДЫ"" Принят Государственной Думой 25 мая 2022 года Одобрен Советом Федерации 8 июня 2022 года Статья 1 Внести в Закон Российской Федерации от 21 июля 1993 года N 5473-I ""Об учреждениях и органах, исполняющих уголовные наказания в виде лишения свободы"" (Ведомости Съезда народных депутатов Российской Федерации и Верховного Совета Российской Федерации, 1993, N 33, ст. 1316; Собрание законодательства Российской Федерации, 2014, N 14, ст. 1550; 2017, N 1, ст. 44; 2019, N 6, ст. 462; 2021, N 22, ст. 3689) следующие изменения: 1) наименование изложить в следующей редакции: ""ОБ УЧРЕЖДЕНИЯХ И ОРГАНАХ УГОЛОВНО-ИСПОЛНИТЕЛЬНОЙ СИСТЕМЫ РОССИЙСКОЙ ФЕДЕРАЦИИ""; 2) в преамбуле слова "", исполняющих уголовные наказания в виде лишения свободы и"" заменить словами ""уголовно-исполнительной системы Российской Федерации (далее - уголовно-исполнительная система),""; 3) часть вторую статьи 6 изложить в следующей редакции: ""Решения о создании в соответствии с Генеральной схемой размещения учреждений уголовно-исполнительной системы (далее - Генеральная схема размещения) учреждений, исполняющих наказания, принимаются Правительством Российской Федерации по согласованию с органами исполнительной власти субъектов Российской Федерации. Генеральная схема размещения, порядок ее подготовки и согласования, а также перечень включаемых в нее сведений утверждается Правительством Российской Федерации.""; 4) в части первой статьи 26 слова "", исполняющим уголовные наказания в виде лишения свободы"" заменить словами ""уголовно-исполнительной системы"". Статья 2 Настоящий Федеральный закон вступает в силу по истечении ста восьмидесяти дней после дня его официального опубликования. Президент Российской Федерации В.ПУТИН Москва, Кремль 11 июня 2022 года N 170-ФЗ";Официально-деловой стиль
"РОССИЙСКАЯ ФЕДЕРАЦИЯ ФЕДЕРАЛЬНЫЙ ЗАКОН О ВНЕСЕНИИ ИЗМЕНЕНИЯ В СТАТЬЮ 25 ФЕДЕРАЛЬНОГО ЗАКОНА ""О ПРИВАТИЗАЦИИ ГОСУДАРСТВЕННОГО И МУНИЦИПАЛЬНОГО ИМУЩЕСТВА"" Принят Государственной Думой 25 мая 2022 года Одобрен Советом Федерации 8 июня 2022 года Внести в статью 25 Федерального закона от 21 декабря 2001 года N 178-ФЗ ""О приватизации государственного и муниципального имущества"" (Собрание законодательства Российской Федерации, 2002, N 4, ст. 251; 2003, N 9, ст. 805; 2007, N 7, ст. 834; 2015, N 27, ст. 3971) изменение, дополнив ее пунктом 1.1 следующего содержания: ""1.1. В качестве вклада Российской Федерации в уставный капитал акционерного общества, 100 процентов акций которого находится в собственности Российской Федерации, может быть внесено 100 процентов акций другого акционерного общества. На указанное в настоящем абзаце другое акционерное общество не распространяется ограничение, установленное абзацем вторым пункта 2 статьи 10 Федерального закона от 26 декабря 1995 года N 208-ФЗ ""Об акционерных обществах"". Приватизация 100 процентов находящихся в собственности Российской Федерации акций основного акционерного общества, в собственности которого находится 100 процентов акций дочернего акционерного общества, может быть осуществлена только в случае прекращения участия основного акционерного общества в таком дочернем акционерном обществе либо в случае, если основное акционерное общество перестало быть единственным акционером такого дочернего акционерного общества."". Президент Российской Федерации В.ПУТИН Москва, Кремль 11 июня 2022 года N 163-ФЗ";Официально-деловой стиль
"РОССИЙСКАЯ ФЕДЕРАЦИЯ ФЕДЕРАЛЬНЫЙ ЗАКОН О РАТИФИКАЦИИ ПРОТОКОЛОВ О ВНЕСЕНИИ ИЗМЕНЕНИЙ В РОССИЙСКО-КУБИНСКИЕ МЕЖПРАВИТЕЛЬСТВЕННЫЕ КРЕДИТНЫЕ СОГЛАШЕНИЯ Принят Государственной Думой 24 мая 2022 года Одобрен Советом Федерации 8 июня 2022 года Ратифицировать следующие протоколы о внесении изменений в российско-кубинские межправительственные кредитные соглашения, подписанные в городе Гаване 7 августа 2021 года: 1) Протокол о внесении изменений в Соглашение между Правительством Российской Федерации и Правительством Республики Куба о предоставлении Правительству Республики Куба государственного кредита от 30 января 2009 года; 2) Протокол о внесении изменений в Соглашение между Правительством Российской Федерации и Правительством Республики Куба о предоставлении Правительству Республики Куба государственного экспортного кредита для финансирования поставок нефти и нефтепродуктов в Республику Куба от 20 марта 2017 года; 3) Протокол о внесении изменений в Соглашение между Правительством Российской Федерации и Правительством Республики Куба о предоставлении Правительству Республики Куба государственного экспортного кредита для финансирования поставок нефти и нефтепродуктов в Республику Куба от 13 декабря 2017 года; 4) Протокол о внесении изменений в Соглашение между Правительством Российской Федерации и Правительством Республики Куба о предоставлении Правительству Республики Куба государственного экспортного кредита для финансирования в 2019 году поставок нефти и нефтепродуктов в Республику Куба от 19 июля 2019 года. Президент Российской Федерации В.ПУТИН Москва, Кремль 11 июня 2022 года N 158-ФЗ";Официально-деловой стиль
"РОССИЙСКАЯ ФЕДЕРАЦИЯ ФЕДЕРАЛЬНЫЙ ЗАКОН О ВНЕСЕНИИ ИЗМЕНЕНИЙ В УГОЛОВНО-ПРОЦЕССУАЛЬНЫЙ КОДЕКС РОССИЙСКОЙ ФЕДЕРАЦИИ Принят Государственной Думой 28 сентября 2022 года Одобрен Советом Федерации 4 октября 2022 года Внести в Уголовно-процессуальный кодекс Российской Федерации (Собрание законодательства Российской Федерации, 2001, N 52, ст. 4921; 2003, N 27, ст. 2706; 2007, N 24, ст. 2830; N 50, ст. 6235; 2010, N 15, ст. 1756; N 17, ст. 1985; N 27, ст. 3427, 3428; 2011, N 1, ст. 45; 2012, N 24, ст. 3070; 2013, N 30, ст. 4028; N 48, ст. 6165; 2014, N 23, ст. 2926; 2015, N 1, ст. 47; N 27, ст. 3981; 2016, N 1, ст. 60; N 27, ст. 4256; 2017, N 14, ст. 2010; N 17, ст. 2455; 2018, N 1, ст. 52; N 17, ст. 2421; N 47, ст. 7132; 2022, N 1, ст. 69; N 29, ст. 5313) следующие изменения: 1) пункт 2 части второй статьи 29 после слов ""срока домашнего ареста,"" дополнить словами ""срока применения залога,""; 2) в статье 106: а) часть вторую после слов ""по решению суда"" дополнить словами ""на срок до двух месяцев"", дополнить новым вторым предложением следующего содержания: ""Срок применения данной меры пресечения исчисляется с момента внесения залога.""; б) дополнить частью восьмой.2 следующего содержания: ""8.2. В случае невозможности закончить предварительное следствие в срок до двух месяцев и при отсутствии оснований для изменения или отмены меры пресечения в виде залога срок применения залога может быть продлен по решению суда в порядке, установленном статьей 109 настоящего Кодекса, с учетом особенностей, определенных настоящей статьей.""; 3) часть третью статьи 389.2 после слов ""сроков ее действия,"" дополнить словами ""об отказе в удовлетворении ходатайства об отмене меры пресечения в виде залога или изменении ее на более мягкую меру пресечения,"". Президент Российской Федерации В.ПУТИН Москва, Кремль 7 октября 2022 года N 383-ФЗ";Официально-деловой стиль
"РОССИЙСКАЯ ФЕДЕРАЦИЯ ФЕДЕРАЛЬНЫЙ ЗАКОН О ВНЕСЕНИИ ИЗМЕНЕНИЙ В СТАТЬЮ 5 ФЕДЕРАЛЬНОГО ЗАКОНА ""ОБ ОТХОДАХ ПРОИЗВОДСТВА И ПОТРЕБЛЕНИЯ"" Принят Государственной Думой 28 сентября 2022 года Одобрен Советом Федерации 4 октября 2022 года Статья 1 Внести в статью 5 Федерального закона от 24 июня 1998 года N 89-ФЗ ""Об отходах производства и потребления"" (Собрание законодательства Российской Федерации, 1998, N 26, ст. 3009; 2004, N 35, ст. 3607; 2006, N 1, ст. 10; 2007, N 46, ст. 5554; 2009, N 1, ст. 17; 2011, N 30, ст. 4590, 4596; 2012, N 26, ст. 3446; 2015, N 1, ст. 11; 2016, N 1, ст. 24; N 15, ст. 2066; 2018, N 1, ст. 87; 2019, N 30, ст. 4127; N 52, ст. 7768; 2021, N 24, ст. 4188; N 27, ст. 5184) изменения, дополнив ее абзацами следующего содержания: ""утверждение порядка рассмотрения в досудебном порядке споров, возникающих между органами исполнительной власти субъектов Российской Федерации, уполномоченными в области государственного регулирования тарифов, организациями, осуществляющими регулируемые виды деятельности в сфере обращения с твердыми коммунальными отходами, и потребителями услуг таких организаций, по вопросам установления и (или) применения тарифов в сфере обращения с твердыми коммунальными отходами; определение уполномоченного федерального органа исполнительной власти по рассмотрению в досудебном порядке споров, возникающих между органами исполнительной власти субъектов Российской Федерации, уполномоченными в области государственного регулирования тарифов, организациями, осуществляющими регулируемые виды деятельности в сфере обращения с твердыми коммунальными отходами, и потребителями услуг таких организаций, по вопросам установления и (или) применения тарифов в сфере обращения с твердыми коммунальными отходами."". Статья 2 Настоящий Федеральный закон вступает в силу по истечении девяноста дней после дня его официального опубликования. Президент Российской Федерации В.ПУТИН Москва, Кремль 7 октября 2022 года N 391-ФЗ";Официально-деловой стиль
"РОССИЙСКАЯ ФЕДЕРАЦИЯ ФЕДЕРАЛЬНЫЙ ЗАКОН О ВНЕСЕНИИ ИЗМЕНЕНИЙ В ФЕДЕРАЛЬНЫЙ ЗАКОН ""О МОБИЛИЗАЦИОННОЙ ПОДГОТОВКЕ И МОБИЛИЗАЦИИ В РОССИЙСКОЙ ФЕДЕРАЦИИ"" Принят Государственной Думой 27 октября 2022 года Одобрен Советом Федерации 2 ноября 2022 года Внести в Федеральный закон от 26 февраля 1997 года N 31-ФЗ ""О мобилизационной подготовке и мобилизации в Российской Федерации"" (Собрание законодательства Российской Федерации, 1997, N 9, ст. 1014; 2006, N 6, ст. 637; 2020, N 29, ст. 4510) следующие изменения: 1) пункт 4 статьи 17 изложить в следующей редакции: ""4. Призыву на военную службу по мобилизации не подлежат граждане, имеющие неснятую или непогашенную судимость за совершение преступлений против половой неприкосновенности несовершеннолетнего либо преступлений, предусмотренных статьями 205 - 205.5, 206, 208, 211, 220, 221, 275, 275.1, 276 - 280, 282.1 - 282.3, 360, 361 Уголовного кодекса Российской Федерации.""; 2) дополнить статьей 17.1 следующего содержания: ""Статья 17.1. Прохождение альтернативной гражданской службы в период мобилизации 1. Граждане, проходящие альтернативную гражданскую службу в организациях Вооруженных Сил Российской Федерации, других войск, воинских формирований и органов в качестве гражданского персонала, при объявлении мобилизации продолжают проходить альтернативную гражданскую службу в указанных организациях. 2. Граждане, проходящие альтернативную гражданскую службу в организациях, подведомственных федеральным органам исполнительной власти, органам исполнительной власти субъектов Российской Федерации или органам местного самоуправления, могут направляться для прохождения альтернативной гражданской службы на должностях гражданского персонала Вооруженных Сил Российской Федерации, других войск, воинских формирований, органов и специальных формирований в порядке, определяемом положением о порядке прохождения альтернативной гражданской службы."". Президент Российской Федерации В.ПУТИН Москва, Кремль 4 ноября 2022 года N 421-ФЗ";Официально-деловой стиль
Приложение 8.4 к договору № 34 от «__08_» августа 2019г. на технологическое присоединение АКТ №_2_____ О ТЕХНОЛОГИЧЕСКОМ ПРИСОЕДИНЕНИИ Муниципальное унитарное предприятие городского округа –город Казань «Городские электрические сети» , именуемое в дальнейшем «Исполнитель» и ___Иванов Иван Иванович________., именуемый в дальнейшем «Заявитель», с другой стороны, оформили и подписали настоящий «Акт о технологическом присоединении» о нижеследующем: Настоящий Акт подтверждает технологическое присоединение энергопринимающих устройств выполненных в соответствии с проектом №__123___ по техническим условиям № __12___ от « _20__ » ___01___ 2019 г. Технические характеристики выполненного присоединения: Разрешенная мощность _20__кВт Уровень напряжения: _100___ В Категория надежности: __1_ Источник питания: ___ПС-726_______________ Технологическое присоединение энергопринимающих устройств Заявителя к электрической сети Исполнителя выполнено в соответствии с действующими правилами и нормами. Представитель Исполнителя Представитель Заказчика _______________/В.В.Суренков / _______________/____________ /;Официально-деловой стиль
"РОССИЙСКАЯ ФЕДЕРАЦИЯ ФЕДЕРАЛЬНЫЙ ЗАКОН О ПРИОСТАНОВЛЕНИИ ДЕЙСТВИЯ ОТДЕЛЬНЫХ ПОЛОЖЕНИЙ СТАТЬИ 4 ФЕДЕРАЛЬНОГО ЗАКОНА ""О ПРОЖИТОЧНОМ МИНИМУМЕ В РОССИЙСКОЙ ФЕДЕРАЦИИ"" Принят Государственной Думой 23 ноября 2022 года Одобрен Советом Федерации 30 ноября 2022 года Статья 1 1. Приостановить до 1 января 2024 года действие абзацев первого и второго пункта 1 и абзаца первого пункта 2 статьи 4 Федерального закона от 24 октября 1997 года N 134-ФЗ ""О прожиточном минимуме в Российской Федерации"" (Собрание законодательства Российской Федерации, 1997, N 43, ст. 4904; 2004, N 35, ст. 3607; 2009, N 30, ст. 3739; 2012, N 50, ст. 6956; 2018, N 1, ст. 5; N 31, ст. 4861; 2019, N 14, ст. 1462; 2021, N 1, ст. 12). 2. Величина прожиточного минимума в целом по Российской Федерации на душу населения и по основным социально-демографическим группам населения, в том числе для определения размера федеральной социальной доплаты к пенсии, предусмотренной Федеральным законом от 17 июля 1999 года N 178-ФЗ ""О государственной социальной помощи"", на 2023 и 2024 годы устанавливается федеральным законом о федеральном бюджете на соответствующий финансовый год и на плановый период. Статья 2 Настоящий Федеральный закон вступает в силу со дня его официального опубликования. Президент Российской Федерации В.ПУТИН Москва, Кремль 5 декабря 2022 года N 470-ФЗ";Официально-деловой стиль
"УКАЗ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О ВНЕСЕНИИ ИЗМЕНЕНИЯ В ПЕРЕЧЕНЬ АКЦИОНЕРНЫХ ОБЩЕСТВ, АКЦИИ КОТОРЫХ НАХОДЯТСЯ В ФЕДЕРАЛЬНОЙ СОБСТВЕННОСТИ И ПОДЛЕЖАТ ПЕРЕДАЧЕ ГОСУДАРСТВЕННОЙ КОРПОРАЦИИ ПО АТОМНОЙ ЭНЕРГИИ ""РОСАТОМ"" В КАЧЕСТВЕ ИМУЩЕСТВЕННОГО ВЗНОСА РОССИЙСКОЙ ФЕДЕРАЦИИ, УТВЕРЖДЕННЫЙ УКАЗОМ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ ОТ 23 НОЯБРЯ 2011 Г. N 1534 1. Внести в перечень акционерных обществ, акции которых находятся в федеральной собственности и подлежат передаче Государственной корпорации по атомной энергии ""Росатом"" в качестве имущественного взноса Российской Федерации, утвержденный Указом Президента Российской Федерации от 23 ноября 2011 г. N 1534 ""О перечне акционерных обществ, акции которых находятся в федеральной собственности и подлежат передаче Государственной корпорации по атомной энергии ""Росатом"" в качестве имущественного взноса Российской Федерации"" (Собрание законодательства Российской Федерации, 2011, N 48, ст. 6879; 2017, N 30, ст. 4656; 2019, N 26, ст. 3413), изменение, дополнив его пунктом 25 следующего содержания: ""25. Акционерное общество ""Федеральный научно-производственный центр ""Производственное объединение ""Старт"" имени М.В. Проценко"", г. Заречный Пензенской области."". 2. Настоящий Указ вступает в силу со дня его подписания. Президент Российской Федерации В.ПУТИН Москва, Кремль 24 марта 2021 года N 164";Официально-деловой стиль
"РОССИЙСКАЯ ФЕДЕРАЦИЯ ФЕДЕРАЛЬНЫЙ ЗАКОН ОБ УПРАЗДНЕНИИ ЗВЕНИГОРОДСКОГО ГОРОДСКОГО СУДА МОСКОВСКОЙ ОБЛАСТИ Принят Государственной Думой 16 ноября 2022 года Одобрен Советом Федерации 30 ноября 2022 года Статья 1 В соответствии со статьей 17 Федерального конституционного закона от 31 декабря 1996 года N 1-ФКЗ ""О судебной системе Российской Федерации"" и статьями 3 и 32 Федерального конституционного закона от 7 февраля 2011 года N 1-ФКЗ ""О судах общей юрисдикции в Российской Федерации"": 1) упразднить Звенигородский городской суд Московской области, передав относящиеся к его ведению вопросы осуществления правосудия в юрисдикцию Одинцовского городского суда Московской области; 2) установить, что юрисдикция Одинцовского городского суда Московской области распространяется на город областного подчинения Одинцово с административной территорией в границах, существующих на день вступления в силу настоящего Федерального закона. Статья 2 1. Судебному департаменту при Верховном Суде Российской Федерации осуществить организационные мероприятия, связанные с исполнением настоящего Федерального закона. 2. Финансовое обеспечение расходных обязательств, связанных с исполнением настоящего Федерального закона, осуществляется за счет средств федерального бюджета в пределах бюджетных ассигнований, предусмотренных на содержание судов общей юрисдикции. Статья 3 1. Настоящий Федеральный закон вступает в силу со дня его официального опубликования, за исключением статьи 1 настоящего Федерального закона. 2. Статья 1 настоящего Федерального закона вступает в силу по истечении ста восьмидесяти дней после дня официального опубликования настоящего Федерального закона. Президент Российской Федерации В.ПУТИН Москва, Кремль 5 декабря 2022 года N 486-ФЗ";Официально-деловой стиль
"УКАЗ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ О ПРОДЛЕНИИ ДЕЙСТВИЯ ОТДЕЛЬНЫХ СПЕЦИАЛЬНЫХ ЭКОНОМИЧЕСКИХ МЕР В ЦЕЛЯХ ОБЕСПЕЧЕНИЯ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ В целях защиты национальных интересов Российской Федерации и в соответствии с федеральными законами от 30 декабря 2006 г. N 281-ФЗ ""О специальных экономических мерах и принудительных мерах"" и от 28 декабря 2010 г. N 390-ФЗ ""О безопасности"" постановляю: 1. Продлить с 1 января по 31 декабря 2022 г. действие отдельных специальных экономических мер, предусмотренных Указом Президента Российской Федерации от 6 августа 2014 г. N 560 ""О применении отдельных специальных экономических мер в целях обеспечения безопасности Российской Федерации"" и продленных указами Президента Российской Федерации от 24 июня 2015 г. N 320, от 29 июня 2016 г. N 305, от 30 июня 2017 г. N 293, от 12 июля 2018 г. N 420, от 24 июня 2019 г. N 293 и от 21 ноября 2020 г. N 730. 2. Правительству Российской Федерации: а) обеспечить в соответствии со своей компетенцией осуществление мер, необходимых для реализации настоящего Указа; б) при необходимости вносить предложения об изменении предусмотренного пунктом 1 настоящего Указа срока действия отдельных специальных экономических мер. 3. Настоящий Указ вступает в силу со дня его подписания. Президент Российской Федерации В.ПУТИН Москва, Кремль 20 сентября 2021 года N 534";Официально-деловой стиль
