Text;Style
Президент Испанской футбольной лиги (La Liga) Хавьер Тебас подтвердил, что возглавляемая им структура подала жалобы в Союз европейских футбольных ассоциаций (UEFA) на действия «Манчестер Сити» и ПСЖ. Господин Тебас полагает, что английский и французский клубы на протяжении долгого времени грубо нарушают правила финансового fair-play (FFP). Он выразил готовность, в случае если требуемые им меры не примет UEFA, обратиться в судебные структуры Евросоюза и даже нанял для этого юридические фирмы во Франции и Швейцарии. Испанская футбольная лига, похоже, вышла на тропу войны с чемпионатами Англии и Франции. Глава La Liga Хавьер Тебас в среду подтвердил, что возглавляемая им структура подала в UEFA жалобы на действия «Манчестер Сити» и ПСЖ. Господин Тебас готов идти и дальше, а потому нанял юридические фирмы во Франции и Швейцарии, которые готовы начать процессы против манчестерцев и парижан уже в судебных органах Евросоюза. Добавим, что жалоба на «Манчестер Сити» была подана еще в апреле, а на ПСЖ — на этой неделе.Недовольство господина Тебаса вызвало систематическое, как он считает, нарушение правил FFP английским и французским клубами, принадлежащими ближневосточным предпринимателям, близким к властям своих стран (ОАЭ и Катара соответственно). По мнению Хавьера Тебаса, оба клуба де-факто являются государственными и получают финансирование в обход правил FFP. В случае с ПСЖ господин Тебас настаивает еще и на наличии конфликта интересов у главы клуба — Насера аль-Хелаифи, являющегося также руководителем крупного катарского вещателя BeIN Sports, главой Европейской ассоциации профессиональных клубов (ECA) и членом исполкома UEFA.;Публицистический стиль
Новым главным тренером ЦСКА вместо отправленного в отставку после не слишком удачного сезона Алексея Березуцкого стал один из самых интересных отечественных футбольных тренеров — Владимир Федотов. Под его руководством «Сочи» в прошедшем чемпионате России совершил прорыв, завоевав серебряные медали. Сменщиком же Федотова в сочинском клубе будет другой, кажется, довольно перспективный наставник — работавший во втором по рангу дивизионе с красноярским «Енисеем» Вадим Гаранин. ЦСКА объявил о назначении на пост главного тренера 55-летнего Владимира Федотова, заключившего, как сообщает ТАСС, договор сроком на три года. Федотов сменил Алексея Березуцкого. Березуцкому, много лет выступавшему за московский клуб на позиции защитника, год назад доверили ключевую в нем должность, несмотря на дефицит тренерского опыта. Расстались же с ним армейцы после не очень удачного сезона. ЦСКА по ходу его не хватало стабильности, в чемпионате он занял пятое место.Комментируя назначение Владимира Федотова, президент столичного гранда Евгений Гинер сказал, что в клубе верят — с приходом этого специалиста в его истории открывается «новая победная глава». Оптимизм менеджеров ЦСКА, связанный с заключением контракта с Федотовым, можно понять. Во всяком случае, вряд ли кто-то из отечественных футбольных тренеров мог превзойти его в смысле востребованности после окончания очередного сезона.;Публицистический стиль
Алексей Березуцкий, назначенный главным тренером ПФК ЦСКА летом 2021 года, прекратил сотрудничество с футбольным клубом. Вместе с господином Березуцким тренерский штаб ЦСКА также покинули его помощники Василий Березуцкий и Григорий Бабаян. Уход Алексея Березуцкого стал совместным решением тренера и руководства клуба. Новым главным тренером ЦСКА стал Владимир Федотов, ранее занимавший аналогичную позицию в клубе «Сочи». «Мы с руководством клуба приняли совместное решение о том, что к новому сезону команду должен готовить новый тренер. Нет какого-то одного повода для этого решения, это целый комплекс причин. Хочу пожелать новому тренерскому штабу успехов во благо ПФК ЦСКА и уверен, что новый сезон станет для красно-синих успешным»,— заявил господин Березуцкий (цитата по пресс-службе ЦСКА).В пресс-релизе клуба отмечается, что руководство ЦСКА будет ждать братьев Березуцких «обратно в любом качестве».17 мая издание «Спорт-Экспресс» со ссылкой на источники в клубе сообщило, что Алексей Березуцкий покинет пост главного тренера ЦСКА на фоне поражения «красно-синих» от «Краснодара». Позже господин Березуцкий опроверг данную информацию: «Уход из клуба? Не читайте российские газеты».Алексей Березуцкий был утвержден в качестве главного тренера ЦСКА 19 июля 2021 года. Под его руководством ЦСКА занял пятое место в чемпионате России в сезоне-2021/22.;Публицистический стиль
Со скрипом и лязгом на поверхность тянется клеть шахтного лифта, доверху наполненная ящиками с советским оружием. Несколько бойцов начинают споро выгружать их, потому что внизу к подъему уже готовят новую партию. Внизу — это на глубине более 150 м, в бывших соляных шахтах Артемовска. Именно там находятся известные украинские склады оружия. Объект построили еще во времена СССР, причем с расчетом на то, что степень их защиты позволит выдержать даже применение ядерного оружия. И условия для консервации автоматов с пулеметами здесь идеальные — соль впитывает влагу, а глубина обеспечивает постоянный температурный режим.ИЯ/Дмитрий Астрахань. — Место новое, непривычное для меня. Пока не попал на СВО в Артемовск, даже не мог представить, что когда-нибудь окажусь в шахте на такой глубине, — рассказывает нам боец ЧВК «Вагнер», с которым мы спускаемся в подземелье. Главный подъемник украинские боевики уничтожили при отступлении, поэтому мы спускаемся через один из шурфов. Внизу нас приветствуют операторы подъемника и помогают выйти. Они собрались из разных регионов, но шахтерские шутки везде почти одинаковы. Спрашивают, какой сейчас месяц на поверхности, и поздравляют с успешным спуском. Как только освобождаем клеть, сразу начинается погрузка очередной партии вооружения, а мы проходим в основные помещения.;Публицистический стиль
Союз европейских футбольных ассоциаций (UEFA) намерен с сезона-2024/25 проводить в США турнир перед стартом Лиги чемпионов, сообщает французское издание L'Equipe. Планируется, что в турнире примут участие четыре команды, включая победителя Лиги чемпионов. По какому принципу будут отбираться три команды, пока не известно.Новый турнир будет включать два полуфинала, матч за третье место и финал.В мае UEFA утвердил новый формат проведения еврокубков, который также вступит в силу с сезона-2024/25. Согласно новым правилам, количество участников групповой стадии Лиги чемпионов, Лиги Европы и Лиги Конференций составит по 36 команд. Кроме того, было решено отказаться от нынешнего формата групповых стадий и перейти на швейцарскую систему. Ее суть сводится к тому, что в каждом туре начиная со второго пары соперников составляются таким образом, чтобы между собой пересекались команды с наиболее близкими показателями.;Публицистический стиль
«Динамо» нашло замену покинувшему клуб после прорывного сезона, увенчанного бронзовыми медалями чемпионата России и участием в финале Кубка России, главному тренеру Сандро Шварцу. Новым наставником команды станет сербский специалист Славиша Йоканович. У него довольно богатая тренерская биография, в которой есть даже работа в Англии. Правда, основные успехи Йокановича связаны не с элитным, а вторым по статусу английским дивизионом. О том, что «Динамо» договорилось о заключении контракта с 53-летним Славишей Йокановичем, сообщил «Спорт-Экспресс», а также еще ряд медиаресурсов. По их данным, осталось урегулировать лишь несколько деталей соглашения с новым главным тренером клуба, а официально объявлено о нем будет в ближайшие дни. Источник, знакомый с ситуацией, подтвердил, что «похоже, выбор в пользу Йокановича уже сделан».Славиша Йоканович заменит на посту наставника «Динамо» Сандро Шварца. Под руководством немца динамовцы совершили в прошлом сезоне настоящий прорыв. Команда финишировала на третьем месте в чемпионате страны, впервые с 2008 года завоевав медали турнира. При этом «Динамо» довольно долго шло в таблице вплотную за фаворитом «Зенитом», а его игра вызывала чрезвычайно позитивные отзывы у экспертов благодаря соответствию наиболее свежим трендам топовых первенств Европы. В Кубке страны динамовцы сыграли в финале, до которого не добирались ровно десять лет. Именно после финального матча в «Лужниках», обернувшегося для «Динамо» поражением от «Спартака», Сандро Шварц, появившийся в московском клубе в 2020 году, объявил о расставании с ним. Считается, что его основные причины лежали вне чисто спортивной плоскости, а были связаны в первую очередь с проблемами, возникшими у многих иностранцев в Российской премьер-лиге (РПЛ) после начала специальной военной операции России на Украине.;Публицистический стиль
В московском Музее времени и часов открыта выставка «Константин Чайкин: часовщик, изобретатель, художник». Здесь представлена самая полная ретроспектива работ выдающегося российского часовщика, члена Международной академии независимых часовщиков AHCI и основателя мануфактуры Konstantin Chaykin. В помещении музея на третьем этаже флагманского ювелирно-часового магазина AllTime на улице Русаковской, 1, экспонируются 25 редких и даже уникальных экземпляров, в том числе признанные самыми сложными в России настольные «Московская Пасхалия» (27 усложнений, механизм из 2506 деталей, 4 циферблата), сложные наручные модели «Левитас», «Карпе Дием», «Квартайм» и «Синема», использующие экзотические для нас мусульманский календарь и иудейскую систему измерения времени «Хиджра» и «Декалог», часы марсианского цикла и побывавшие на космической орбите Space Conqueror. Разумеется, не забыты и снискавшие мастеру мировую известность «ристмоны» (от «wrist» — «запястье» — и «monster» — «монстр»): десять различных моделей позволяют оценить изобретательность антропоморфных циферблатов. Никогда еще столько механических шедевров, придуманных и сделанных Константином Чайкиным, не собирались в одном месте. Да и, учитывая их востребованность, вряд ли скоро соберутся вновь. Отдельного упоминания заслуживают документальная часть экспозиции, которая включает эскизы и рабочие чертежи часовщика, а также сделанные специально к выставке великолепные пояснительные материалы, сгруппированные в хронологическом порядке и дающие доходчивое представление о 20-летнем творческом пути мануфактуры Konstantin Chaykin.Выставка будет открыта до 21 мая (включительно) ежедневно с 10 до 21 часа. Вход по традиции Музея времени и часов свободный.;Публицистический стиль
Ограниченный спрос на аренду высокобюджетных загородных домов в Подмосковье, вызванный отъездом за рубеж части потенциальных арендаторов, привел к росту предложения в этом сегменте на треть год к году. Найти жильцов собственникам сейчас проблематично. Активность на этом рынке сейчас остается невысокой, так как москвичи, перебравшиеся в пандемию за город, возвращаются к привычной жизни в мегаполисе. Конъюнктура уже привела к снижению средней стоимости аренды на 25–30%.О росте предложения аренды дорогих загородных домов в Подмосковье по итогам первого квартала 2023 года на 30% год к году говорится в исследовании NF Group. Член правления AREA Григорий Ашихмин отмечает рост на 25%. «Произошел отток за границу потенциальных арендаторов — как наших сограждан, так и экспатов»,— поясняет он. Количество объектов в два-три раза превышает спрос, констатирует руководитель арендного направления компании Владимир Родионов. Эксперт подтверждает, что предложение в сегменте аренды дорогого загородного жилья растет на фоне низкого спроса.Директор департамента аренды Intermark Real Estate Елена Куликова напоминает, что максимальное число сделок на этом рынке заключалось в период пандемии. В прошлом же году многие потенциальные арендаторы находились в «замороженном состоянии», не принимая решений. С тех пор роста активности консультанты не отмечают. «Мы, наоборот, видим тенденцию переезда москвичей, которые арендовали дом за городом в пандемию, обратно в город. Это вызвано необходимостью личного присутствия на работе или учебе»,— поясняет госпожа Куликова. В NF Group отмечают, что число сделок в сегменте высокобюджетной загородной аренды в первом квартале оказалось примерно на уровне прошлого года.;Публицистический стиль
Стремление крупных российских ритейлеров к модернизации магазинов за счет касс самообслуживания для сокращения времени покупок и экономии на штате кассиров, кажется, натыкается на социальные барьеры. Это стало очевидным из недавнего массового обсуждения в Twitter феномена шоплифтинга. Пользователи Twitter в течение нескольких дней активно делились историями о том, как пробивают в кассах самообслуживания половину товаров, меняют дорогие продукты на более дешевые аналоги, ссылаясь, к примеру, на ограниченный бюджет во время учебы. «На ужин вареники с сулугуни, которые я пробила как дешевые пельмени»,— делится одна из пользователей Twitter, добавляя, что ей удалось «зашоплифтить сырок». Речь, судя по постам, шла об известной сети продуктов для здорового питания.Другие пользователи сообщали, что меняли мяту и базилик на петрушку, а дорогие помидоры — на дешевые. «Шикарной жизни хотелось, а денег не было вообще»,— сообщает один из участников дискуссии.Судя по сообщениям в Twitter, прибегающие к шоплифтингу в России не считают, что совершают нечто противозаконное. В попытках осуждения такой практики они видят только «защиту капиталистов», будучи уверенными, что ритейлеры готовы списывать потерю определенного объема продуктов.Но, судя по мировой практике, реакция торговых сетей, скорее всего, последует. Как сообщил на днях британский портал Mirror, американская продуктовая сеть Giant, заметив рост числа воровства продуктов, ограничила продажи через кассы самообслуживания 20 предметами. Покупателям с большим числом товаров в корзине придется пользоваться кассами с кассирами. Процитированный в публикации Mirror топ-менеджер Giant пояснял, что непопулярная мера нужна для снижения влиянии краж на бизнес сети.;Публицистический стиль
Власти Австралии резко ужесточили законы, регулирующие продажу и использование электронных сигарет и вейпов в надежде справиться с ростом числа курильщиков среди подростков и молодежи. Эксперты назвали меры самой масштабной реформой сферы курения за последние десять с лишним лет.По данным прошлогодних исследований, электронные сигареты или вейпы хотя бы один раз использовал каждый шестой австралиец в возрасте 14–17 лет и каждый четвертый — в возрасте 18–24 лет. Согласно действовавшим до сих пор законам, в Австралии можно было купить вейп с содержанием никотина лишь по рецепту врача в рамках терапии для снижения тяги к курению обычных сигарет. Ограничений в отношении вейпов и электронных сигарет без содержания никотина не было. Однако, как указывают в правительстве, под видом безникотиновой продукции страну наводнили импортные вейпы с никотином, зачастую с приятными вкусами, красочные, стильной формы, что привлекает детей и подростков. И продавались они в любых продуктовых и табачных магазинах.Теперь же власти запрещают импортировать вейпы, на которые не выписываются рецепты врачей. Для всех вейпов обязательна упаковка, такая же, как у фармацевтической продукции, продаваться они должны в аптеках, чтобы было очевидно, что это средство используется исключительно в целях помочь курильщикам избавиться от своей привычки. Запрещена продажа одноразовых вейпов и вейпов в красочных упаковках, с приятными ароматами. Уровень содержания никотина в разрешенных вейпах будет снижен, его объем в устройстве также будет меньше.;Публицистический стиль
Группа членов Конгресса США от обеих партий призвала Комиссию по ценным бумагам и биржам (SEC) приостановить процедуру подготовки к первичному размещению акций (IPO) китайского ритейлера Shein, сообщает Reuters. Конгрессмены считают необходимым прежде удостовериться, что Shein, которая торгует модной одеждой по всему миру, не использует подневольный труд уйгуров.Ранее Reuters стало известно от нескольких осведомленных источников о том, что Shein планирует провести IPO в США во второй половине нынешнего года и привлечь около $2 млрд. В своем письме, адресованном главе SEC Гэри Генслеру, конгрессмены ссылаются на ноябрьский доклад агентства Bloomberg, в котором утверждается, что некоторая одежда, поставленная Shein в США, изготовлена из хлопка, выращенного в Синьцзян-Уйгурском автономном регионе. По мнению авторов письма, «возможность выпускать и торговать ценными бумагами на наших внутренних биржах является привилегией и иностранные компании, желающие получить такую возможность, должны подтверждать свою приверженность к соблюдению прав человека по всему миру».В Shein уже прокомментировали обращение конгрессменов. Пресс-секретарь китайской компании подчеркнул, что у компании «нулевая терпимость» к использованию подневольного труда и что к своим поставщикам она предъявляет требования соблюдать «жесткий кодекс поведения, соответствующий ключевым положениям конвенций Международной организации труда».;Публицистический стиль
Ленинский районный суд Санкт-Петербурга арестовал заместителя генерального директора по капитальному строительству ПАО «Ленэнерго» Алексея Горячева и заместителя главного инженера компании «Ленэнергоспецремонт» Ивана Карповича. Их подозревают в хищении 131 млн руб. при прокладке силового кабеля от подстанции «Василеостровская» к подстанции «Крестовская» для стадиона, возводящегося к чемпионату мира по футболу в 2018 году. Как сообщили в объединенной пресс-службе судов Санкт-Петербурга, Алексея Горячева и Ивана Карповича отправили в следственный изолятор на два месяца. По версии следствия, в 2014 году генеральный директор ООО «Меридиан» Алексей Горячев, глава ООО «ГлавЭнергоМонтаж» Иван Карпович и неустановленные лица из состава руководителей и сотрудников ПАО «Ленэнерго» обеспечили изготовление фиктивной проектной документации от имени ООО «ЭдвансСтрой» на прокладку кабельной линии 110 кВ от подстанции «Василеостровская» к подстанции «Крестовская» для «Газпром Арены». В период с июля 2014 по декабрь 2018 года Алексей Горячев, Иван Карпович и неустановленные лица получили с расчетного счета ПАО «Ленэнерго» половину из 1,5 млрд руб., перечисленных Министерством энергетики для организации энергоснабжения на объектах к чемпионату мира 2018 года и, по версии следствия, похитили 131,5 млн руб., зная о завышении цены. Сам кабель изготавливала компания ООО «Эстралин ЗВК», с которой через цепочку аффилированных лиц заключался договор.;Публицистический стиль
В Краснодарском крае суд приговорил к семи годам лишения свободы Арсентия Антонецкого, бывшего директора ООО «Маяк» из станицы Кущевской. Суд установил, что Арсентий Антонецкий и его родственник Федор Стрельцов незаконно распорядились сельхозугодиями площадью более 5 тыс. га, которые ранее обрабатывались семейным предприятием Цапков. Федор Стрельцов, которого называют распорядителем цапковских активов, скрывается на Украине. Кущевский районный суд провозгласил приговор бывшему директору ООО «Маяк» Арсентию Антонецкому, сообщили “Ъ” в суде. Подсудимый признан виновным в злоупотреблении полномочиями в коммерческой организации (ч. 2 ст. 201 УК РФ), ему назначено наказание в виде семи лет общего режима, ущерб от его действий, как установил суд, составил 219 млн руб. Как следует из приговора, объектом преступных посягательств Арсентия Антонецкого и его двоюродного брата Федора Стрельцова стали сельхозугодия площадью 5,2 тыс. га, которые ранее находились в долгосрочной аренде ООО «Артекс-Агро», семейного предприятия Надежды и Виктора Цапок, родителей лидера местной ОПГ Сергея Цапка.После ареста Надежды Цапок в 2011 году право аренды на 15 лет паевой земли перешло к вновь созданному ЗАО «Маяк».;Публицистический стиль
Первый апелляционный суд общей юрисдикции отменил решение о продлении ареста бывшему врио руководителя следственного управления (СУ) СКР по Карачаево-Черкесии Казбеку Булатову, который проходит по делу экс-сенатора Рауфа Арашукова. Продление ареста отменено также подчиненному Казбека Булатова Андрею Филиппову и начальнику центра по противодействию экстремизму МВД КЧР Тимуру Бетуганову. Ходатайство о продлении меры пресечения отправлено на новое рассмотрение, сообщает ТАСС со ссылкой на представителя суда.«Мосгорсуд при этом установил срок содержания их под стражей по 28 мая»,— сообщил собеседник агентства. Ранее Мосгорсуд продлил арест обвиняемым до 23 июля, мотивируя это необходимостью ознакомления обвиняемых с материалами уголовного дела.Напомним, СКР объединил уголовные дела организованного преступного сообщества (ОПС), в которое, по версии следствия, входили экс-сенатор Рауф Арашуков и его отец, а также бывшие высокопоставленные правоохранители Карачаево-Черкесии. Последние, по материалам дела, прикрывали деятельность ОПС. Решение следователей повлекло за собой предъявление нового обвинения бывшим врио руководителя СУ СКР по КЧР Казбеку Булатову, его подчиненному Андрею Филиппову и экс-начальнику центра по противодействию экстремизму МВД КЧР Тимуру Бетуганову: им теперь вменяется участие в преступном сообществе. Адвокаты называют действия следствия предсказуемыми, но считают их необоснованными.;Публицистический стиль
Роспотребнадзор выявил многочисленные нарушения в работе предприятий компании — производителя готовой еды Grow Food в Санкт-Петербурге. Об этом ведомство сообщило главе организации «Общественная потребительская инициатива» (ОПИ) Олегу Павлову. С документом ознакомились «Известия». Общественник ранее предложил провести проверку всех предприятий по изготовлению готовой еды после массового отравления людей в Ростове-на-Дону в феврале. Тогда у 50 человек, которые питались продукцией этой компании, диагностировали острый гастроэнтерит. Позже число пострадавших увеличилось до 70. «Управлением Роспотребнадзора по Санкт-Петербургу в марте принято участие в проверках в отношении ООО «ГФ Фудхолдинг», осуществляющего деятельность по производству готовых наборов продуктов питания Grow Food, и ООО «ГФ Треи?д» по месту хранения кулинарнои? продукции торговои? марки Grow Food», — говорится в документе.В нем указывается, что в ходе проверок выявили целый ряд нарушений.«Выявлены факты нарушения законодательства в сфере санитарно-эпидемиологического благополучия населения и технического регулирования в части организации производственного контроля, дезинфекции производственных помещении?, хранения продукции, прохождения периодических медицинских осмотров сотрудников», — отмечает Роспотребнадзор в письме. Ведомство сообщает, что управление по Санкт-Петербургу направило выводы по итогам проверки в прокуратуру Колпинского и Московского раи?онов города. Кроме того, в ответе говорится о результатах расследования и внеплановой проверке предприятий готовой еды Good Food ИП «Кухарев» в Ростове-на Дону.;Публицистический стиль
Следственный комитет России (СКР) установил IP-адреса и их владельцев, разместивших фотографии нацистов на сайтах виртуального шествия «Бессмертный полк — онлайн». Неизвестным, которые вместо портретов участников Великой Отечественной войны разместили фото Адольфа Гитлера и Генриха Гиммлера, грозит до трех лет заключения.«Следствием установлены IP-адреса, с которых осуществлялись попытки размещения недостоверного контента, а также их владельцы. К совершению противоправных действий причастны несколько десятков человек, в основном — иностранные граждане»,— говорится в сообщении ведомства.В СКР уточнили, что среди установленных лиц более десяти человек проживают в разных российских регионах. Сейчас ведется их розыск. Уголовные дела возбуждены по ч. 1 ст. 354.1 УК РФ (реабилитация нацизма).Напомним, в этом году в условиях пандемии коронавируса COVID-19 шествие «Бессмертного полка» было переведено в онлайн-формат. Всего организаторы получили порядка 3 млн заявок на участие. В социальных сетях «ВКонтакте» и «Одноклассники» виртуальное шествие набрало более 11 млн просмотров.;Публицистический стиль
В Красноярске предъявлено обвинение бывшему алюминиевому магнату Анатолию Быкову. Следствие считает его заказчиком убийства двух местных предпринимателей, совершенных еще в 1994 году. Признавать вину олигарх отказался, сказав, что в показаниях ключевого свидетеля обвинения – шефа бригады киллеров Владимира Татаренкова (Татарин),— нет ни слова правды. Зато господин Быков выступил с обращением из СИЗО: в нем он поблагодарил сторонников за оказанную поддержку и рассказал о грядущих, по его мнению, преобразованиях в политическом устройстве государства. Управление Следственного комитета РФ по Красноярскому краю предъявило обвинение бизнесмену Анатолию Быкову. Об этом сообщила официальный представитель управления Ольга Шаманская. Следственными органами олигарху вменяется в вину заказ на убийство местных предпринимателей Александра Наумова и Кирилла Войтенко, которые были застрелены группой киллеров в 1994 году. Как рассказали в СКР, следствие располагает показаниями свидетелей, которые подтвердили факт конфликта между Анатолием Быковым и его бизнес-партнером Александром Наумовым, после которого последний стал серьезно опасаться за свою жизнь: коммерсант стал носить бронежилет и поменял автомобиль. Все же ключевыми свидетелями обвинения выступили криминальный авторитет Владимир Татаренков (Татарин), отбывающий срок 13 с половиной лет за организацию расстрела предпринимателей, а также один из исполнителей убийства Сергей Бакуров, осужденный на пожизненный срок.;Публицистический стиль
